original,tampered,region_hd,region_mr,region_verdict,global_phash_diff,md5_changed,sha256_changed,tamper_type,grid,threshold,is_actual_tampered,is_predicted_tampered,baseline_pred
00000013_029.png,crop_00000013_029.png,1948,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000013_030.png,crop_00000013_030.png,1892,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000013_031.png,crop_00000013_031.png,1950,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000013_032.png,crop_00000013_032.png,1860,1.0,Tampered,10,True,True,crop,8×8,1.0,True,True,True
00000013_033.png,crop_00000013_033.png,2006,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000013_034.png,crop_00000013_034.png,1936,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000013_035.png,crop_00000013_035.png,2010,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000013_036.png,crop_00000013_036.png,1930,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000013_037.png,crop_00000013_037.png,2000,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000013_038.png,crop_00000013_038.png,1904,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000013_039.png,crop_00000013_039.png,1848,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000013_040.png,crop_00000013_040.png,1954,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000013_041.png,crop_00000013_041.png,1956,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000013_042.png,crop_00000013_042.png,1986,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000013_043.png,crop_00000013_043.png,1792,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000013_044.png,crop_00000013_044.png,1956,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000013_045.png,crop_00000013_045.png,1824,1.0,Tampered,10,True,True,crop,8×8,1.0,True,True,True
00000013_046.png,crop_00000013_046.png,1966,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000014_000.png,crop_00000014_000.png,1940,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000015_000.png,crop_00000015_000.png,1872,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000016_000.png,crop_00000016_000.png,1918,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000017_000.png,crop_00000017_000.png,1976,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000017_001.png,crop_00000017_001.png,1868,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000017_002.png,crop_00000017_002.png,1888,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000018_000.png,crop_00000018_000.png,1884,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000019_000.png,crop_00000019_000.png,1906,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000020_000.png,crop_00000020_000.png,1798,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000020_001.png,crop_00000020_001.png,1884,1.0,Tampered,10,True,True,crop,8×8,1.0,True,True,True
00000020_002.png,crop_00000020_002.png,1686,1.0,Tampered,12,True,True,crop,8×8,1.0,True,True,True
00000021_000.png,crop_00000021_000.png,1986,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000021_001.png,crop_00000021_001.png,2000,1.0,Tampered,36,True,True,crop,8×8,1.0,True,True,True
00000022_000.png,crop_00000022_000.png,1942,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000022_001.png,crop_00000022_001.png,1986,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000023_000.png,crop_00000023_000.png,1952,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000023_001.png,crop_00000023_001.png,1734,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000023_002.png,crop_00000023_002.png,1966,1.0,Tampered,42,True,True,crop,8×8,1.0,True,True,True
00000023_003.png,crop_00000023_003.png,1942,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000023_004.png,crop_00000023_004.png,2040,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000024_000.png,crop_00000024_000.png,1952,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000025_000.png,crop_00000025_000.png,1900,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000026_000.png,crop_00000026_000.png,1932,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000027_000.png,crop_00000027_000.png,1930,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000028_000.png,crop_00000028_000.png,1768,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000029_000.png,crop_00000029_000.png,1854,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000030_000.png,crop_00000030_000.png,2032,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000030_001.png,crop_00000030_001.png,1884,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000031_000.png,crop_00000031_000.png,2000,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000032_000.png,crop_00000032_000.png,1956,1.0,Tampered,34,True,True,crop,8×8,1.0,True,True,True
00000032_001.png,crop_00000032_001.png,1854,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000032_002.png,crop_00000032_002.png,1874,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000032_003.png,crop_00000032_003.png,1830,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000032_004.png,crop_00000032_004.png,1894,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000032_005.png,crop_00000032_005.png,1936,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000032_006.png,crop_00000032_006.png,1906,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000032_007.png,crop_00000032_007.png,2002,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000032_008.png,crop_00000032_008.png,1912,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000032_009.png,crop_00000032_009.png,1800,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000032_010.png,crop_00000032_010.png,1918,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000032_011.png,crop_00000032_011.png,1974,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000032_012.png,crop_00000032_012.png,1844,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000032_013.png,crop_00000032_013.png,1880,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000032_014.png,crop_00000032_014.png,1850,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000032_015.png,crop_00000032_015.png,1900,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000032_016.png,crop_00000032_016.png,1830,1.0,Tampered,12,True,True,crop,8×8,1.0,True,True,True
00000032_017.png,crop_00000032_017.png,1940,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000032_018.png,crop_00000032_018.png,1902,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000032_019.png,crop_00000032_019.png,1872,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000032_020.png,crop_00000032_020.png,1880,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000032_021.png,crop_00000032_021.png,1814,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000032_022.png,crop_00000032_022.png,1834,1.0,Tampered,12,True,True,crop,8×8,1.0,True,True,True
00000032_023.png,crop_00000032_023.png,1890,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000032_024.png,crop_00000032_024.png,1932,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000032_025.png,crop_00000032_025.png,1942,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000032_026.png,crop_00000032_026.png,1942,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000032_027.png,crop_00000032_027.png,1924,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000032_028.png,crop_00000032_028.png,1914,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000032_029.png,crop_00000032_029.png,1894,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000032_030.png,crop_00000032_030.png,1852,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000032_031.png,crop_00000032_031.png,1906,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000032_032.png,crop_00000032_032.png,1890,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000032_033.png,crop_00000032_033.png,1932,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000032_034.png,crop_00000032_034.png,1920,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000032_035.png,crop_00000032_035.png,1836,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000032_036.png,crop_00000032_036.png,1870,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000032_037.png,crop_00000032_037.png,1846,1.0,Tampered,10,True,True,crop,8×8,1.0,True,True,True
00000032_038.png,crop_00000032_038.png,1998,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000032_039.png,crop_00000032_039.png,1850,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000032_040.png,crop_00000032_040.png,1908,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000032_041.png,crop_00000032_041.png,1914,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000032_042.png,crop_00000032_042.png,1884,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000032_043.png,crop_00000032_043.png,1860,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000032_044.png,crop_00000032_044.png,1890,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000032_045.png,crop_00000032_045.png,1878,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000032_046.png,crop_00000032_046.png,1954,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000032_047.png,crop_00000032_047.png,1882,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000032_048.png,crop_00000032_048.png,1932,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000032_049.png,crop_00000032_049.png,1970,1.0,Tampered,36,True,True,crop,8×8,1.0,True,True,True
00000032_050.png,crop_00000032_050.png,1964,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000032_051.png,crop_00000032_051.png,1836,1.0,Tampered,6,True,True,crop,8×8,1.0,True,True,True
00000032_052.png,crop_00000032_052.png,1808,1.0,Tampered,12,True,True,crop,8×8,1.0,True,True,True
00000032_053.png,crop_00000032_053.png,1954,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000032_054.png,crop_00000032_054.png,1844,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000032_055.png,crop_00000032_055.png,1912,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000032_056.png,crop_00000032_056.png,1950,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000032_057.png,crop_00000032_057.png,1936,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000032_058.png,crop_00000032_058.png,1862,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000032_059.png,crop_00000032_059.png,1952,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000032_060.png,crop_00000032_060.png,1930,1.0,Tampered,34,True,True,crop,8×8,1.0,True,True,True
00000033_000.png,crop_00000033_000.png,1980,1.0,Tampered,38,True,True,crop,8×8,1.0,True,True,True
00000034_000.png,crop_00000034_000.png,1862,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000034_001.png,crop_00000034_001.png,1988,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000035_000.png,crop_00000035_000.png,2002,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000035_001.png,crop_00000035_001.png,1954,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000036_000.png,crop_00000036_000.png,1876,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000037_000.png,crop_00000037_000.png,1980,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000038_000.png,crop_00000038_000.png,1966,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000038_001.png,crop_00000038_001.png,1956,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000038_002.png,crop_00000038_002.png,2002,1.0,Tampered,14,True,True,crop,8×8,1.0,True,True,True
00000038_003.png,crop_00000038_003.png,2006,1.0,Tampered,34,True,True,crop,8×8,1.0,True,True,True
00000038_004.png,crop_00000038_004.png,1978,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000038_005.png,crop_00000038_005.png,1944,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000038_006.png,crop_00000038_006.png,1936,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000038_007.png,crop_00000038_007.png,1910,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000039_000.png,crop_00000039_000.png,1964,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000039_001.png,crop_00000039_001.png,1962,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000039_002.png,crop_00000039_002.png,1988,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000039_003.png,crop_00000039_003.png,1888,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000039_004.png,crop_00000039_004.png,1966,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000040_000.png,crop_00000040_000.png,1916,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000040_001.png,crop_00000040_001.png,1938,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000040_002.png,crop_00000040_002.png,1838,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000040_003.png,crop_00000040_003.png,1888,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000041_000.png,crop_00000041_000.png,2016,1.0,Tampered,40,True,True,crop,8×8,1.0,True,True,True
00000041_001.png,crop_00000041_001.png,1934,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000041_002.png,crop_00000041_002.png,2022,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000041_003.png,crop_00000041_003.png,1968,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000041_004.png,crop_00000041_004.png,1972,1.0,Tampered,34,True,True,crop,8×8,1.0,True,True,True
00000041_005.png,crop_00000041_005.png,1956,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000041_006.png,crop_00000041_006.png,1990,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000042_000.png,crop_00000042_000.png,1908,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000042_001.png,crop_00000042_001.png,1942,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000042_002.png,crop_00000042_002.png,2010,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000042_003.png,crop_00000042_003.png,1980,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000042_004.png,crop_00000042_004.png,1988,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000042_005.png,crop_00000042_005.png,1972,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000042_006.png,crop_00000042_006.png,1896,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000042_007.png,crop_00000042_007.png,1964,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000042_008.png,crop_00000042_008.png,1970,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000043_000.png,crop_00000043_000.png,1918,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000044_000.png,crop_00000044_000.png,1878,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000044_001.png,crop_00000044_001.png,2004,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000044_002.png,crop_00000044_002.png,1946,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000045_000.png,crop_00000045_000.png,1804,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000046_000.png,crop_00000046_000.png,1942,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000047_000.png,crop_00000047_000.png,1950,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000047_001.png,crop_00000047_001.png,1962,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000047_002.png,crop_00000047_002.png,1986,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000047_003.png,crop_00000047_003.png,1984,1.0,Tampered,34,True,True,crop,8×8,1.0,True,True,True
00000047_004.png,crop_00000047_004.png,1950,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000047_005.png,crop_00000047_005.png,1896,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000047_006.png,crop_00000047_006.png,2000,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000047_007.png,crop_00000047_007.png,1916,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000048_000.png,crop_00000048_000.png,1952,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000049_000.png,crop_00000049_000.png,1996,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000049_001.png,crop_00000049_001.png,1984,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000049_002.png,crop_00000049_002.png,1978,1.0,Tampered,20,True,True,crop,8×8,1.0,True,True,True
00000050_000.png,crop_00000050_000.png,1962,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000050_001.png,crop_00000050_001.png,1904,1.0,Tampered,16,True,True,crop,8×8,1.0,True,True,True
00000050_002.png,crop_00000050_002.png,2014,1.0,Tampered,18,True,True,crop,8×8,1.0,True,True,True
00000050_003.png,crop_00000050_003.png,1920,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000051_000.png,crop_00000051_000.png,1984,1.0,Tampered,40,True,True,crop,8×8,1.0,True,True,True
00000052_000.png,crop_00000052_000.png,1942,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000052_001.png,crop_00000052_001.png,1978,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000053_000.png,crop_00000053_000.png,1962,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000053_001.png,crop_00000053_001.png,2002,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000054_000.png,crop_00000054_000.png,2032,1.0,Tampered,34,True,True,crop,8×8,1.0,True,True,True
00000054_001.png,crop_00000054_001.png,1994,1.0,Tampered,32,True,True,crop,8×8,1.0,True,True,True
00000054_002.png,crop_00000054_002.png,1964,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000054_003.png,crop_00000054_003.png,1936,1.0,Tampered,26,True,True,crop,8×8,1.0,True,True,True
00000054_004.png,crop_00000054_004.png,1966,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000054_005.png,crop_00000054_005.png,1934,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000054_006.png,crop_00000054_006.png,1916,1.0,Tampered,12,True,True,crop,8×8,1.0,True,True,True
00000054_007.png,crop_00000054_007.png,1768,0.98,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000054_008.png,crop_00000054_008.png,1948,1.0,Tampered,28,True,True,crop,8×8,1.0,True,True,True
00000054_009.png,crop_00000054_009.png,2008,1.0,Tampered,22,True,True,crop,8×8,1.0,True,True,True
00000055_000.png,crop_00000055_000.png,1902,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
00000056_000.png,crop_00000056_000.png,1958,1.0,Tampered,30,True,True,crop,8×8,1.0,True,True,True
00000056_001.png,crop_00000056_001.png,1764,1.0,Tampered,10,True,True,crop,8×8,1.0,True,True,True
00000057_000.png,crop_00000057_000.png,2032,1.0,Tampered,24,True,True,crop,8×8,1.0,True,True,True
